DataHora,Manchete,Direção,Previsão
2024-12-26 15:14:00,"Na LME, contrato de 3 meses tinha alta, há pouco, de 0,34%, a US$ 8.967/t",Diminuição,1
2024-12-26 15:27:00,"Com saída recorde em dezembro, fluxo cambial fica negativo no ano",Aumento,-1
2024-12-26 15:33:00,"Prefeito de SP, Ricardo Nunes (MDB), anuncia aumento da passagem de onibus na cidade, para R$ 5",Aumento,-1
2024-12-26 15:33:00,Nova tarifa vale a partir de 6 de janeiro,Aumento,-1
2024-12-26 15:42:00,Relator diz que decisão de Dino sobre emendas torna aprovação do Orçamento mais delicada,Diminuição,-1
2024-12-26 15:46:00,MERCADOS: Ouro fecha em alta com geopolítica e queda do dolar,Diminuição,1
2024-12-26 16:07:00,Banco Mundial eleva projeções para o PIB da China em 2024 e 2025,Diminuição,1
2024-12-26 16:16:00,"Terra Investimentos: Reajuste de onibus em SP afeta IPCA 2025 em 0,03pp",Diminuição,-1
2024-12-26 16:16:00,Lula e Lira estão reunidos no Alvorada em meio ao impasse das emendas - Fontes do Broadcast,Diminuição,-1
2024-12-26 16:18:00,EMPRESAS: Caixa Seguridade amplia perdas sob influência da expectativa por follow-on,Aumento,1
2024-12-26 16:25:00,"Governo não vai recorrer de decisão de Dino que suspendeu pagamento de R$ 4,2 bi em emendas",Diminuição,-1
2024-12-26 16:50:00,EMPRESAS: Judicialização no setor de saúde já custou quase R$ 3 bi a operadoras,Diminuição,-1
2024-12-26 16:53:00,"Petróleo/fechamento: Brent para fevereiro cai 0,43%, a US$ 73,26 por barril, na ICE",Diminuição,-1
2024-12-26 16:53:00,"WTI para fevereiro recua 0,68%, a US$ 69,62 por barril, na Nymex",Diminuição,1
2024-12-26 16:55:00,MERCADOS: Petróleo fecha em queda com aumento nos pedidos de auxílio-desemprego nos EUA,Diminuição,1
2024-12-26 17:01:00,"dolar à vista fecha com queda de 0,09%, a R$ 6,1794, após oscilar entre R$ 6,1469 e R$ 6,1979",Diminuição,1
2024-12-26 17:04:00,MERCADOS: dolar fecha com queda discreta após leilão do BC,Aumento,-1
2024-12-26 17:39:00,"Tarifa dos trens e Metro em SP sobe de R$ 5 para R$ 5,20 a partir de 6 de janeiro de 2025, informa governo do Estado",Aumento,-1
2024-12-26 17:39:00,"Mais cedo, Prefeitura de SP informou que onibus sobe de R$ 4,40 para R$ 5",Aumento,-1
2024-12-26 17:50:00,Mudança contábil que pode custar R$ 38 bi aos bancos ganha implementação gradual,Aumento,-1
2024-12-27 09:00:00,"IPCA-15 sobe 0,34% em dezembro; no ano alta é de 4,71%",Aumento,1
2024-12-27 09:01:00,"PNAD Contínua: desemprego é de 6,1%% no trimestre encerrado em novembro. no consenso",Aumento,1
2024-12-27 09:03:00,"IPCA-15 fica em 0,34% em dezembro e fecha 2024 em 4,71%",Aumento,1
2024-12-27 09:05:00,"dolar sobe a R$ 6,2014 (0,36%) e dolar futuro a R$ 6,2030 (0,23%)",Diminuição,1
2024-12-27 09:05:00,Juros futuros sobem,Diminuição,-1
2024-12-27 09:05:00,"Ibovespa futuro cede a 122.445 pontos (-0,14%)",Diminuição,1
2024-12-27 09:30:00,MERCADOS: dolar sobe com emergentes e puxa juros longos com fiscal no radar,Diminuição,-1
2024-12-27 09:31:00,EMPRESAS: Embraer vende duas aeronaves militares C-390 Millenium,Diminuição,-1
2024-12-27 09:50:00,EMPRESAS: Brava Energia afirma que não recebeu propostas por ativos onshore,Aumento,-1
2024-12-27 10:01:00,Caged: Saldo líquido de emprego formal no Brasil é de 106.625 vagas em novembro,Diminuição,1
2024-12-27 10:01:00,Saldo no ano é positivo em 2.224.102 vagas,Diminuição,1
2024-12-27 10:03:00,Mais dados do Caged em novembro:,Aumento,-1
2024-12-27 10:11:00,"Ibovespa encerra os leilões em alta de 0,38%, aos 121.539,13 pontos",Aumento,1
2024-12-27 10:16:00,Acompanhe a movimentação das principais ações do Ibovespa:,Diminuição,1
2024-12-27 10:23:00,Reação ao IPCA-15,Aumento,-1
2024-12-27 10:23:00,"XP/Alexandre Maluf: Cenário é desafiador para o curto prazo, com piora ""relevante"" em inflação dos serviços subjacentes, com alta bastante expressiva na parte de alimentação fora do domicílio",Aumento,-1
2024-12-27 10:23:00,"Corretora projeta um IPCA de 5,2% para o fim de 2025, mas estimativa tem viés de alta",Aumento,-1
2024-12-27 10:27:00,Reação ao IPCA-15,Aumento,-1
2024-12-27 10:27:00,BMG/Flavio Serrano: Piora qualitativa já esperada; a dos serviços subjacentes tem a ver também com choque nos alimentos,Aumento,-1
2024-12-27 10:27:00,"Projeção é de IPCA de 4,6% em 2025, com desaquecimento da atividade e câmbio voltando",Aumento,-1
2024-12-27 10:30:00,Reação ao IPCA-15,Diminuição,-1
2024-12-27 10:30:00,"Igor Cadilhac (PicPay): Qualitativamente, embora o resultado tenha surpreendido para baixo, boa parte da surpresa se concentrou nas passagens aéreas",Diminuição,-1
2024-12-27 10:30:00,"Núcleos vieram relativamente pressionados, reforçando sinais claros de deterioração nas leituras mais recentes",Diminuição,1
2024-12-27 10:30:00,"Nossa projeção para inflação em 2025 é de 5,2%, estourando o teto da meta",Diminuição,-1
2024-12-27 10:40:00,Reação ao IPCA-15,Aumento,-1
2024-12-27 10:40:00,"Rafaela Vitória (Banco Inter): Leitura qualitativa não foi boa, apesar da desaceleração maior do que se previa, com inflação de serviços acelerando na ponta",Aumento,-1
2024-12-27 10:40:00,IPCA-15 reforça tendência de o Copom levar adiante o plano de subir a Selic em 1 ponto em cada uma das duas primeiras reuniões de 2025,Aumento,-1
2024-12-27 10:41:00,Maiores altas do Ibovespa:,Aumento,1
2024-12-27 10:41:00,Maiores baixas do Ibovespa:,Aumento,1
2024-12-27 10:43:00,EMPRESAS: Sueca H&M terá loja em shopping da Allos em Campinas,Aumento,1
2024-12-27 10:54:00,"Årea de medição da ANP autoriza retomada da FPSO 3R-3, da Brava, mas falta uma etapa",Aumento,-1
2024-12-27 11:05:00,EMPRESAS: Metálicas caem em bloco após forte recuo do minério de ferro,Diminuição,1
2024-12-27 11:32:00,"NY/Abertura: Dow -0,56% (43.083,66); S&P -0,39% (60.02,23) e Nasdaq -0,62% (19.896,94)",Diminuição,-1
2024-12-27 11:37:00,"EMPRESAS: ANP autoriza retomada de FPSO da Brava, mas ainda falta uma etapa, dizem fontes",Diminuição,-1
2024-12-27 11:47:00,"Azerbaijan Airlines diz que avião da Embraer caiu após ""interferência externa",Aumento,-1
2024-12-27 12:01:00,MERCADOS: Ibovespa sente o peso de NY e de dados que reforçam juros altos por mais tempo,Aumento,-1
2024-12-27 12:09:00,Reação à Pnad,Aumento,-1
2024-12-27 12:09:00,Tendências/Lucas Assis: Indica melhor momento para o mercado de trabalho da série histórica,Aumento,-1
2024-12-27 12:09:00,"Desemprego com ajuste cai a 6,4%, de 6,5% em novembro",Aumento,1
2024-12-27 12:12:00,Reação à Pnad,Aumento,-1
2024-12-27 12:12:00,"ASA/Leonardo Costa: Indicam estabilidade do mercado de trabalho, que segue robusto, apenas com alguma desaceleração no ritmo de crescimento da massa salarial efetiva",Aumento,1
2024-12-27 12:43:00,"EMPRESAS: Varejo cai majoritariamente; Azzas, Magazine Luiza e Petz sobem",Aumento,-1
2024-12-27 12:55:00,Reação ao Caged,Diminuição,-1
2024-12-27 12:55:00,XP/Rodolfo Margato: Saldo na média móvel dos últimos três meses está ao redor de 105 mil novos postos formais,Diminuição,1
2024-12-27 12:55:00,Dados reforçam 'pouso suave' da atividade nos próximos trimestres,Diminuição,1
2024-12-27 12:55:00,"Saldo formal deve avançar à frente, mas a um ritmo mais moderado; criação líquida de vagas deve atingir 950 mil em 2025, de 1,77 milhão em 2024",Diminuição,1
2024-12-27 13:02:00,"Investidores estrangeiros retiram R$ 863,727 milhões da B3 no dia 23/12, 2aF; em dezembro, houve entrada de R$ 2,131 bilhões",Aumento,-1
2024-12-27 13:02:00,"No acumulado do ano, fluxo segue negativo em R$ 31,681 bilhões",Aumento,1
2024-12-27 13:03:00,Dino (STF) pede novos esclarecimentos à Câmara sobre emendas e cobra resposta até as 20h de hoje,Aumento,-1
2024-12-27 13:05:00,CSN estuda estratégia semelhante à da venda de fatia minoritária de mineração,Aumento,-1
2024-12-27 13:05:00,Busca de sócio para a CSN Cimentos deve anteceder IPO e não deve sair no curto prazo,Aumento,-1
2024-12-27 13:15:00,"EMPRESAS: Lei sobre transferência de excedentes de conteúdo local é sancionada, informa Petrobras",Diminuição,-1
2024-12-27 13:18:00,"SP/Tarcísio revisa um terço dos benefícios tributários no Estado para obter economia de R$ 10,3 bi",Diminuição,-1
2024-12-27 13:19:00,EMPRESAS: Brava recebe autorização da ANP para retomada da produção em Papa-Terra,Diminuição,1
2024-12-27 13:20:00,B3 coloca ações da Brava em leilão até 13h22 após fato relevante,Aumento,-1
2024-12-27 13:27:00,"Brava retorna do leilão estendendo ganhos, em alta de 9,07% (R$ 22,25)",Aumento,1
2024-12-27 13:28:00,China inicia investigação que pode limitar importação de carne bovina para proteger produção local,Aumento,-1
2024-12-27 13:34:00,"Europa/Fechamento: FTSE100 de Londres sobe 0,03%; DAX de Frankfurt ganha 0,55%; CAC40 de Paris avança 0,83%",Diminuição,-1
2024-12-27 13:34:00,"indice Stoxx600 sobe 0,57%, para 506,67 pontos",Diminuição,1
2024-12-27 13:48:00,EMPRESAS: CSN avalia procurar sócio para operação de cimentos,Aumento,-1
2024-12-27 13:50:00,"Taxa Ptax fecha em alta de 0,54%, a R$ 6,1991",Aumento,1
2024-12-27 13:52:00,"Bolsas em NY operam nas mínimas do dia: Dow Jones -1,11%; S&P500 -1,52%; Nasdaq -2,11%",Aumento,1
2024-12-27 13:58:00,MERCADOS: Bolsas europeias fecham em alta na volta do feriado prolongado,Diminuição,1
2024-12-27 14:17:00,EMPRESAS: Frigoríficos ampliam perdas sob impacto de investigações da China sobre importações de carne bovina,Diminuição,1
2024-12-27 14:21:00,"Um dia após encontro com Lira, Lula se reúne com Hugo Motta na Granja do Torto",Diminuição,-1
2024-12-27 14:30:00,"Ibovespa na mínima do dia, aos 120.560 pontos, queda de 0,43%",Diminuição,1
2024-12-27 15:01:00,"MERCADOS: Investidor embolsa ganhos em NY antes da virada; dolar e juros seguem comportados, apesar da crise das emendas",Aumento,-1
2024-12-27 15:05:00,"EUA/DoE: Estoques de petróleo caíram 4,237 milhões de barris na semana passada; previsão -1,1 milhão",Aumento,1
2024-12-27 15:05:00,"Estoques de gasolina subiram 1,63 milhão; previsão -800 mil",Aumento,1
2024-12-27 15:05:00,"Estoques de destilados caíram 1,694 milhão de barris; previsão 200 mil",Aumento,1
2024-12-27 15:05:00,"EUA/Baker Hughes: Número de poços e plataformas de petróleo em atividade fica estável na semana, em 483",Aumento,1
2024-12-27 15:19:00,"Cobre fecha perto da estabilidade, à espera de novos estímulos ao setor imobiliário na China",Diminuição,1
2024-12-27 15:19:00,"Na Comex, contrato para março recuou 0,13%, a US$ 4,1220 por libra-peso; na semana, subiu 0,91%",Diminuição,1
2024-12-27 15:19:00,"Na LME, contrato de 3 meses tinha leve alta de 0,01% há pouco, a US$ 8.967,50 por tonelada",Diminuição,1
2024-12-27 15:44:00,"Aliados de Lira dizem que Äòbronca Äô de Dino com deputado não é de hoje, e temem investigação da PF",Diminuição,-1
2024-12-27 15:45:00,Aneel anuncia bandeira verde para tarifas de energia em janeiro,Diminuição,-1
2024-12-27 15:54:00,"EMPRESAS: Petrobras opera sem força, na contramão do petróleo e de seus pares",Diminuição,-1
2024-12-27 16:02:00,MERCADOS: Ouro fecha em baixa com perspectiva de menos cortes de juros pelo Fed,Diminuição,-1
2024-12-27 16:40:00,Casa Branca diz que evidências iniciais indicam que Rússia abateu avião da Embraer que caiu no Cazaquistão,Aumento,-1
2024-12-27 16:50:00,"EPE: Consumo de energia elétrica sobe 1,4% em novembro na comparação anual",Aumento,1
2024-12-27 16:52:00,"Petróleo/fechamento: Brent para fevereiro avança 1,24%, a US$ 74,17 por barril, na ICE",Diminuição,1
2024-12-27 16:52:00,"WTI para fevereiro sobe 1,41%, a US$ 70,60 por barril, na Nymex",Diminuição,1
2024-12-27 17:01:00,MERCADOS: Petróleo fecha em alta diante de queda dos estoques nos EUA maior que o esperado,Diminuição,1
2024-12-27 17:02:00,"dolar à vista fecha em alta de 0,22%, a R$ 6,1931, após oscilar entre R$ 6,1712 e R$ 6,2154",Aumento,1
2024-12-27 17:02:00,"Na semana, moeda avançou 1,99%",Aumento,1
2024-12-27 17:14:00,CSN avalia buscar novo sócio minoritário para sua operação de cimentos após fracassar na tentativa de compra das operações da Intercement no Brasil e na Argentina (Coluna do Broadcast),Aumento,-1
2024-12-27 17:15:00,MERCADOS: dolar sobe em meio à crise das emendas e ganha 2% na semana,Diminuição,1
2024-12-27 17:43:00,"Ibovespa acentua queda na reta final do pregão: -0,68%, aos 120.252 pontos",Diminuição,1
2024-12-27 17:52:00,Juros futuros disparam perto do fechamento,Aumento,1
2024-12-27 17:52:00,"DI Jan27 a 15,865%; Jan29 a 15,610%; Jan31 a 15,320%",Aumento,-1
2024-12-30 09:03:00,"dolar sobe a R$ 6,1985 (0,09%) e dolar futuro a R$ 6,1970 (-0,01%)",Aumento,1
2024-12-30 09:03:00,"Juros futuros vão abrindo mistos, com a ponta mais curta em queda",Aumento,-1
2024-12-30 09:03:00,"Ibovespa futuro é estável aos 121.560 pontos (0,02%)",Aumento,1
2024-12-30 09:16:00,EMPRESAS: BTG é favorito para comprar unidade brasileira de banco suíço,Diminuição,-1
2024-12-30 09:22:00,EMPRESAS: Brava informa retomada de produção em Papa-Terra,Diminuição,1
2024-12-30 09:26:00,MERCADOS: dolar e juros perdem força após abertura em alta; disputa da Ptax e liberação parcial das emendas estão no radar,Aumento,-1
2024-12-30 09:35:00,"EUA/Treasuries: rendimentos renovam mínimas, com o da Note de 2 a 4,29%, de 4,32%; o da Note de 10, a 4,58%, de 4,62%",Aumento,1
2024-12-30 10:10:00,"Ibovespa encerra os leilões em alta de 0,39%, aos 120.735,22 pontos",Diminuição,1
2024-12-30 10:14:00,Acompanhe a movimentação das principais ações do Ibovespa:,Aumento,1
2024-12-30 10:22:00,Reação ao Déficit Público,Diminuição,-1
2024-12-30 10:22:00,Italo Faviano (Buysidebrazil): Dado vem em linha com expectativa e déficit baixo é boa notícia,Diminuição,-1
2024-12-30 10:22:00,Entes regionais seguem em bom momento de arrecadação; estados e municípios devem ter superávit de pelo menos R$ 10 bi em 2024,Diminuição,1
2024-12-30 10:27:00,EMPRESAS: Embraer anuncia pedido firma de seis A-29 Super Tucano,Diminuição,-1
2024-12-30 10:35:00,"Ibovespa na máxima de 120.863,79 pontos (0,49%)",Diminuição,1
2024-12-30 10:40:00,Maiores altas do Ibovespa:,Aumento,1
2024-12-30 10:40:00,Maiores baixas do Ibovespa:,Aumento,1
2024-12-30 10:47:00,EMPRESAS: Oi ON sobe e PN cai alta após venda de ativos,Aumento,-1
2024-12-30 10:47:00,BC/Renato Baldini diz que os dados divulgados hoje mostram uma contínua redução do déficit primário em 12 meses desde maio,Aumento,1
2024-12-30 10:47:00,Executivo do BC afirma que a apropriação de juros em 12 meses em novembro é o pior resultado desde fevereiro de 2016,Aumento,-1
2024-12-30 10:52:00,"EUA/Treasuires; rendimentos em novas mínimas, com o da Note de 2 a 4,26%, de 4,32%; o da Note de 10 a 4,55%, de 4,62%",Aumento,-1
2024-12-30 10:55:00,EMPRESAS: Americanas lidera altas do mercado com fim de lock-up de ações,Aumento,1
2024-12-30 11:11:00,"EMPRESAS: Bancos avançam, após lei sobre dedução de perdas ter sido sancionada",Aumento,-1
2024-12-30 11:31:00,"NY/Abertura; Dow -1,04% (42.544,62); S&P -1,10% (5.905,18) e Nasdaq -1,30% (19.465,89)",Diminuição,-1
2024-12-30 11:35:00,"EMPRESAS: Embraer vira para o negativo, mesmo após novo pedido firme",Aumento,-1
2024-12-30 11:45:00,"EUA/ISM/Chicago: PMI de dezembro cai a 36,9, de 40,2; consenso 42,5",Diminuição,-1
2024-12-30 11:54:00,EMPRESAS: Brava Energia lidera altas com retomada em Papa-Terra e rumores sobre FPSO,Aumento,-1
2024-12-30 11:57:00,"MERCADOS: Ibovespa sobe com Petrobras, mas não segura os 121 mil pontos da máxima; NY limita",Diminuição,1
2024-12-30 12:02:00,"EUA/NAR: Vendas pendentes de imóveis sobem 2,2%, de 1,8% (revisado de 2%); consenso 0,7%",Aumento,1
2024-12-30 12:09:00,"Mercados de NY fecharão dia 9/1 , designado como um dia nacional de luto pela morte do ex-presidente americano Jimmy Carter, ontem, aos 100 anos",Diminuição,-1
2024-12-30 12:19:00,"Posse do novo presidente do BC, Gabriel Galípolo, será hoje à tarde, 15h, no Alvorada, com Lula e Haddad, informou o ministro Alexandre Padilha",Aumento,-1
2024-12-30 12:22:00,"Lula deve assinar às 16h o decreto de reajuste do salário mínimo, já sancionada a lei que limita o aumento real ao teto do arcabouço para o ano (2,5% em 2025)",Aumento,-1
2024-12-30 12:37:00,EMPRESAS: Brava recebe autorização da ANP para início de produção do FPSO Atlanta,Aumento,1
2024-12-30 12:52:00,"dolar há pouco voltava a subir, a R$ 6,2037 (0,17%)",Aumento,1
2024-12-30 13:04:00,"EMPRESAS: JPMorgan Securities PLC, por meio dos fundos sob sua gestão, atingiu o montante de 6.180.958 ações ON da Tenda",Aumento,1
2024-12-30 13:04:00,"Essa quantidade corresponde a 5,02% dos papéis desta classe",Aumento,-1
2024-12-30 13:08:00,"EMPRESAS: CSN Mineração aprova pagamento de JCP no valor total de R$ R$ 211,6 milhões, o que equivale a R$ 0,03895595758 por ação",Aumento,-1
2024-12-30 13:08:00,"Terão direito ao provento os acionistas detentores de ações em 6 de janeiro, com o papel negociado ""ex-JCP"" a partir do dia 7; pagamento será realizado até 31 de dezembro de 2025",Aumento,-1
2024-12-30 13:09:00,"dolar à vista na máxima do dia, a R$ 6,2307, alta de 0,61%",Aumento,1
2024-12-30 13:11:00,"Citi mantém recomendação de compra para São Martinho, com preço-alvo a R$ 33",Diminuição,1
2024-12-30 13:11:00,"Banco mantém visão positiva sobre a empresa, que não atingiu números previstos em seu guidance na safra 2024/2025",Diminuição,1
2024-12-30 13:14:00,"dolar à vista sobe mais: 0,78%, a R$ 6,2411",Diminuição,1
2024-12-30 13:17:00,Abicom: Petrobras fecha ano com defasagem de 15% no preço do diesel e de 7% na gasolina,Aumento,-1
2024-12-30 13:20:00,"Bradesco BBI reitera recomendação outperform (equivalente a compra) para os ADRs da Embraer, com preço-alvo a US$ 43",Diminuição,1
2024-12-30 13:20:00,Companhia deve embolsar entre US$ 70 milhões e US$ 90 milhões com o pedido de seis Super Tucanos anunciado hoje,Diminuição,-1
2024-12-30 13:31:00,"AGU entende que decisão de Dino mantém bloqueio de R$ 4,2 bi em emendas de comissão",Diminuição,-1
2024-12-30 13:34:00,"Bradesco BBI reforça recomendação de compra para MRV, com preço-alvo a R$ 15",Aumento,1
2024-12-30 13:34:00,"Banco avalia com ressalvas a mais recente venda de ativo da Resia, subsidiária da MRV",Aumento,-1
2024-12-30 13:37:00,EMPRESAS: Raízen recebe autorização para comercializar óleo combustível marítimo,Aumento,-1
2024-12-30 13:38:00,"Europa/Fechamento: FTSE100 de Londres cai 0,35%; DAX de Frankfurt recua 0,38%; CAC40 de Paris perde 0,57%",Diminuição,-1
2024-12-30 13:38:00,"Stoxx600 fecha em baixa de 0,47%, aos 504,82 pontos",Diminuição,1
2024-12-30 13:38:00,"Citi tem recomendação neutra para MRV, com preço-alvo a R$ 8",Diminuição,1
2024-12-30 13:38:00,"Bancos destaca importância da geração de caixa de US$ 37 milhões com a venda do Hutto Square, nos EUA",Diminuição,1
2024-12-30 13:48:00,EMPRESAS: São Martinho fica entre as maiores quedas do Ibovespa,Aumento,1
2024-12-30 13:57:00,MERCADOS: Bolsas europeias fecham em baixa em sessão de liquidez reduzida,Diminuição,1
2024-12-30 14:01:00,BC anuncia leilão de venda à vista de dolares,Aumento,-1
2024-12-30 14:02:00,"dolar à vista vira e cai 0,07%, a R$ 6,1887",Aumento,1
2024-12-30 14:06:00,Mensagem apagada,Diminuição,-1
2024-12-30 14:14:00,"BC vendeu US$ 1,815 bilhão em leilão à vista, com taxa de corte de R$ 6,1740",Aumento,-1
2024-12-30 14:14:00,"Ibovespa vira e cai 0,08%, aos 120.175 pontos, na mínima do dia",Aumento,1
2024-12-30 14:16:00,Juros futuros passam a subir,Aumento,-1
2024-12-30 14:16:00,"DI Jan/26 a 15,455%; Jan/27 a 15,930%; Jan/29 a 15,720%; Jan/31 a 15,410%",Aumento,-1
2024-12-30 14:20:00,"Taxa Ptax fecha em baixa de 0,11%, a R$ 6,1923; em dezembro, taxa subiu 2,29%; no ano, acumulou alta de 27,91%",Diminuição,1
2024-12-30 14:24:00,Edição extra do DOU traz liberação de mais de R$ 2 bi em emendas parlamentares para Saúde,Aumento,-1
2024-12-30 14:40:00,"EMPRESAS: Brava diminui ritmo de ganhos, mas ainda lidera ranking positivo e acumula valorização de 17% no mês",Diminuição,1
2024-12-30 14:49:00,MERCADOS: Crise das emendas mantém ativos domésticos sob pressão; realização de lucros do ano prevalece em NY,Diminuição,-1
2024-12-30 15:03:00,"Governo anuncia empenho de R$ 1,775 bi de emendas dos R$ 4,2 bi suspensos por Dino",Diminuição,-1
2024-12-30 15:09:00,"Governo anuncia empenho de R$ 1,775 bi de emendas dos R$ 4,2 bi suspensos por Dino",Diminuição,-1
2024-12-30 15:13:00,"Cobre recua diante de avanço do dolar sobre os pares, em sessão de poucos negócios",Aumento,1
2024-12-30 15:13:00,"Na Comex, contrato para março recuou 0,70%, a US$ 4,0930 por libra-peso",Aumento,1
2024-12-30 15:13:00,"Na LME, contrato de 3 meses caía 0,63% há pouco, a US$ 8.924,50 por tonelada",Aumento,1
2024-12-30 15:18:00,"Citi tem recomendação de compra para Brava Energia, om preço-alvo de R$ 36",Diminuição,1
2024-12-30 15:18:00,"Produção da companhia deve atingir 40 mil barris por dia com início das operação no navio-plataforma Atlanta, autorizado hoje pela ANP, avalia o banco",Diminuição,-1
2024-12-30 15:27:00,Cade autoriza compra da rede de supermercados Dia por fundo ligado a Tanure,Diminuição,-1
2024-12-30 15:44:00,Senado diz ao STF que obedeceu rito e pede autorização para empenho de emendas até amanhã,Aumento,-1
2024-12-30 15:54:00,EUA: Mercado de renda fixa terá sessão mais curta no dia 9,Diminuição,-1
2024-12-30 16:01:00,"MERCADOS: Ouro mantém movimento de correção em sessão de poucos negócios, mas acumula alta de 20% no ano",Aumento,1
2024-12-30 16:02:00,Eduardo Paes afirma que tarifas de onibus urbanos do Rio subirão em 2025; índice de reajuste ainda será divulgado,Aumento,-1
2024-12-30 16:04:00,"O presidente Lula já está no Alvorada reunido com o ministro Fernando Haddad e o futuro presidente do BC, Gabriel Galípolo",Diminuição,-1
2024-12-30 16:10:00,Nova classificação prudencial de fundos de pensão começa a valer na 4aF,Diminuição,-1
2024-12-30 16:21:00,"EMPRESAS: Azul passa a liderar ranking positivo, mas registra maior queda do Ibovespa em 2024",Aumento,1
2024-12-30 16:40:00,"Bradesco BBI tem recomendação de compra para MRV, com preço-alvo de R$ 15",Aumento,1
2024-12-30 16:40:00,"Banco considera que venda do projeto Hutto Square, pela Resia, nos EUA, é mista, com margens muito fracas, mas geração de caixa positiva",Aumento,-1
2024-12-30 16:49:00,"Petróleo/fechamento: Brent para fevereiro avança 0,27%, a US$ 73,99 por barril, na ICE",Aumento,1
2024-12-30 16:49:00,"WTI para fevereiro sobe 0,55%, a US$ 70,99 por barril, na Nymex",Aumento,1
2024-12-30 16:55:00,MERCADOS: Petróleo sobe na esteira da queda dos estoques nos EUA,Diminuição,1
2024-12-30 17:02:00,"dolar à vista fecha em baixa de 0,21%, a R$ 6,1802, após oscilar entre R$ 6,1535 e R$ 6,2426",Diminuição,1
2024-12-30 17:02:00,"Moeda encerra dezembro com alta de 2,98%; no ano, acumulou ganho de 27,34%",Diminuição,1
2024-12-30 17:11:00,"MERCADOS: dolar recua no dia com nova intervenção do BC, mas acumula alta de 27,3% no ano",Aumento,1
2024-12-30 17:15:00,Governo edita MP para conceder reajuste a servidores federais (O Globo),Aumento,-1
2024-12-30 17:15:00,"Impacto, incluindo militares, é de cerca de R$ 20 bi; aumentos foram negociados ao longo de 2024",Aumento,-1
2024-12-30 17:20:00,Governo edita MP para conceder reajuste a servidores federais; impacto é de cerca de R$ 20 bi em 2025,Diminuição,-1
2024-12-30 17:32:00,"BB Investimentos corta preço-alvo da Natura de R$ 18,20 para R$ 17,30, mantendo recomendação neutra",Aumento,-1
2024-12-30 17:32:00,Revisão incorpora resultados do 3TRI da companhia e recentes decisões em relação à Avon International,Aumento,-1
